-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.050
-183.800, 80.200, 0.000,  0.100
-183.800, 80.201, -0.025,  0.150
-183.801, 80.201, -0.002,  0.200
-183.801, 80.201, -0.005,  0.250
-183.800, 80.201, 0.008,  0.300
-183.801, 80.200, 0.009,  0.350
-183.800, 80.199, 0.047,  0.400
-183.799, 80.191, 0.182,  0.450
-183.796, 80.177, 0.326,  0.500
-183.790, 80.153, 0.511,  0.550
-183.778, 80.115, 0.833,  0.600
-183.757, 80.066, 1.018,  0.650
-183.731, 80.010, 1.203,  0.700
-183.701, 79.943, 1.416,  0.750
-183.671, 79.869, 1.575,  0.800
-183.640, 79.789, 1.662,  0.850
-183.610, 79.709, 1.687,  0.900
-183.580, 79.630, 1.673,  0.950
-183.550, 79.552, 1.638,  1.000
-183.521, 79.477, 1.592,  1.050
-183.491, 79.404, 1.548,  1.100
-183.462, 79.333, 1.509,  1.150
-183.432, 79.264, 1.484,  1.200
-183.402, 79.196, 1.469,  1.250
-183.371, 79.128, 1.470,  1.300
-183.340, 79.059, 1.482,  1.350
-183.309, 78.990, 1.504,  1.400
-183.277, 78.920, 1.529,  1.450
-183.245, 78.848, 1.556,  1.500
-183.212, 78.776, 1.579,  1.550
-183.179, 78.702, 1.598,  1.600
-183.146, 78.628, 1.612,  1.650
-183.112, 78.554, 1.621,  1.700
-183.079, 78.479, 1.625,  1.750
-183.046, 78.405, 1.628,  1.800
-183.012, 78.330, 1.629,  1.850
-182.979, 78.255, 1.631,  1.900
-182.945, 78.181, 1.634,  1.950
-182.912, 78.106, 1.638,  2.000
-182.878, 78.031, 1.644,  2.050
-182.845, 77.955, 1.652,  2.100
-182.812, 77.879, 1.661,  2.150
-182.778, 77.802, 1.670,  2.200
-182.745, 77.725, 1.680,  2.250
-182.712, 77.648, 1.689,  2.300
-182.678, 77.570, 1.698,  2.350
-182.645, 77.491, 1.707,  2.400
-182.613, 77.412, 1.716,  2.450
-182.580, 77.332, 1.724,  2.500
-182.547, 77.252, 1.731,  2.550
-182.515, 77.172, 1.739,  2.600
-182.483, 77.091, 1.746,  2.650
-182.451, 77.009, 1.754,  2.700
-182.420, 76.927, 1.762,  2.750
-182.388, 76.844, 1.770,  2.800
-182.357, 76.761, 1.778,  2.850
-182.327, 76.677, 1.787,  2.900
-182.296, 76.593, 1.796,  2.950
-182.266, 76.508, 1.804,  3.000
-182.237, 76.422, 1.813,  3.050
-182.207, 76.336, 1.822,  3.100
-182.178, 76.249, 1.831,  3.150
-182.150, 76.162, 1.839,  3.200
-182.122, 76.074, 1.848,  3.250
-182.094, 75.986, 1.857,  3.300
-182.066, 75.896, 1.866,  3.350
-182.039, 75.807, 1.875,  3.400
-182.013, 75.716, 1.885,  3.450
-181.986, 75.625, 1.894,  3.500
-181.961, 75.534, 1.903,  3.550
-181.935, 75.441, 1.912,  3.600
-181.911, 75.349, 1.922,  3.650
-181.886, 75.255, 1.931,  3.700
-181.862, 75.161, 1.941,  3.750
-181.839, 75.066, 1.950,  3.800
-181.816, 74.971, 1.960,  3.850
-181.793, 74.875, 1.970,  3.900
-181.771, 74.778, 1.980,  3.950
-181.750, 74.681, 1.989,  4.000
-181.729, 74.583, 1.999,  4.050
-181.708, 74.485, 2.009,  4.100
-181.688, 74.386, 2.019,  4.150
-181.668, 74.286, 2.029,  4.200
-181.649, 74.186, 2.039,  4.250
-181.631, 74.085, 2.049,  4.300
-181.613, 73.984, 2.060,  4.350
-181.595, 73.882, 2.070,  4.400
-181.578, 73.779, 2.080,  4.450
-181.561, 73.676, 2.091,  4.500
-181.545, 73.572, 2.101,  4.550
-181.530, 73.467, 2.112,  4.600
-181.514, 73.362, 2.122,  4.650
-181.500, 73.256, 2.133,  4.700
-181.486, 73.150, 2.143,  4.750
-181.472, 73.043, 2.154,  4.800
-181.459, 72.936, 2.165,  4.850
-181.446, 72.827, 2.176,  4.900
-181.434, 72.719, 2.187,  4.950
-181.422, 72.609, 2.198,  5.000
-181.410, 72.500, 2.208,  5.050
-181.400, 72.389, 2.219,  5.100
-181.389, 72.278, 2.230,  5.150
-181.379, 72.166, 2.242,  5.200
-181.369, 72.054, 2.253,  5.250
-181.360, 71.941, 2.264,  5.300
-181.351, 71.828, 2.276,  5.350
-181.343, 71.714, 2.287,  5.400
-181.335, 71.599, 2.298,  5.450
-181.328, 71.484, 2.310,  5.500
-181.320, 71.368, 2.321,  5.550
-181.314, 71.251, 2.333,  5.600
-181.307, 71.134, 2.345,  5.650
-181.301, 71.017, 2.356,  5.700
-181.296, 70.899, 2.368,  5.750
-181.290, 70.780, 2.380,  5.800
-181.285, 70.660, 2.391,  5.850
-181.281, 70.540, 2.404,  5.900
-181.276, 70.420, 2.415,  5.950
-181.272, 70.298, 2.428,  6.000
-181.269, 70.177, 2.439,  6.050
-181.265, 70.054, 2.452,  6.100
-181.262, 69.931, 2.464,  6.150
-181.259, 69.807, 2.476,  6.200
-181.257, 69.683, 2.488,  6.250
-181.255, 69.558, 2.501,  6.300
-181.253, 69.433, 2.513,  6.350
-181.251, 69.307, 2.525,  6.400
-181.249, 69.180, 2.538,  6.450
-181.248, 69.052, 2.551,  6.500
-181.247, 68.924, 2.563,  6.550
-181.246, 68.796, 2.576,  6.600
-181.245, 68.667, 2.589,  6.650
-181.245, 68.537, 2.601,  6.700
-181.245, 68.406, 2.614,  6.750
-181.245, 68.275, 2.627,  6.800
-181.245, 68.143, 2.640,  6.850
-181.245, 68.011, 2.653,  6.900
-181.245, 67.877, 2.666,  6.950
-181.246, 67.744, 2.680,  7.000
-181.247, 67.609, 2.693,  7.050
-181.247, 67.474, 2.707,  7.100
-181.248, 67.338, 2.720,  7.150
-181.250, 67.202, 2.733,  7.200
-181.251, 67.065, 2.747,  7.250
-181.252, 66.927, 2.761,  7.300
-181.253, 66.788, 2.774,  7.350
-181.255, 66.649, 2.788,  7.400
-181.257, 66.509, 2.802,  7.450
-181.258, 66.369, 2.816,  7.500
-181.260, 66.227, 2.830,  7.550
-181.262, 66.085, 2.844,  7.600
-181.264, 65.943, 2.858,  7.650
-181.266, 65.799, 2.872,  7.700
-181.268, 65.655, 2.887,  7.750
-181.270, 65.510, 2.901,  7.800
-181.272, 65.365, 2.916,  7.850
-181.274, 65.219, 2.930,  7.900
-181.276, 65.072, 2.945,  7.950
-181.279, 64.924, 2.959,  8.000
-181.281, 64.776, 2.974,  8.050
-181.283, 64.626, 2.989,  8.100
-181.285, 64.476, 3.004,  8.150
-181.288, 64.326, 3.019,  8.200
-181.290, 64.174, 3.034,  8.250
-181.292, 64.022, 3.049,  8.300
-181.295, 63.869, 3.064,  8.350
-181.297, 63.715, 3.079,  8.400
-181.299, 63.561, 3.095,  8.450
-181.302, 63.406, 3.110,  8.500
-181.304, 63.250, 3.125,  8.550
-181.306, 63.093, 3.141,  8.600
-181.309, 62.935, 3.157,  8.650
-181.311, 62.777, 3.173,  8.700
-181.313, 62.618, 3.189,  8.750
-181.316, 62.458, 3.205,  8.800
-181.318, 62.297, 3.221,  8.850
-181.320, 62.136, 3.237,  8.900
-181.322, 61.973, 3.253,  8.950
-181.324, 61.810, 3.269,  9.000
-181.326, 61.646, 3.285,  9.050
-181.328, 61.481, 3.301,  9.100
-181.331, 61.316, 3.317,  9.150
-181.333, 61.149, 3.334,  9.200
-181.335, 60.982, 3.351,  9.250
-181.337, 60.814, 3.367,  9.300
-181.339, 60.645, 3.384,  9.350
-181.340, 60.475, 3.401,  9.400
-181.342, 60.305, 3.418,  9.450
-181.344, 60.133, 3.435,  9.500
-181.346, 59.961, 3.452,  9.550
-181.348, 59.788, 3.470,  9.600
-181.349, 59.614, 3.487,  9.650
-181.351, 59.439, 3.504,  9.700
-181.353, 59.263, 3.522,  9.750
-181.354, 59.086, 3.539,  9.800
-181.356, 58.909, 3.557,  9.850
-181.357, 58.730, 3.575,  9.900
-181.359, 58.551, 3.593,  9.950
-181.360, 58.371, 3.611, 10.000
-181.362, 58.190, 3.628, 10.050
-181.363, 58.008, 3.646, 10.100
-181.364, 57.825, 3.665, 10.150
-181.366, 57.641, 3.683, 10.200
-181.367, 57.456, 3.702, 10.250
-181.368, 57.270, 3.720, 10.300
-181.369, 57.084, 3.739, 10.350
-181.370, 56.896, 3.758, 10.400
-181.372, 56.708, 3.776, 10.450
-181.373, 56.518, 3.795, 10.500
-181.374, 56.328, 3.814, 10.550
-181.375, 56.137, 3.833, 10.600
-181.376, 55.944, 3.852, 10.650
-181.377, 55.751, 3.871, 10.700
-181.377, 55.557, 3.890, 10.750
-181.378, 55.362, 3.910, 10.800
-181.379, 55.166, 3.929, 10.850
-181.380, 54.968, 3.948, 10.900
-181.381, 54.770, 3.968, 10.950
-181.382, 54.571, 3.987, 11.000
-181.382, 54.371, 4.007, 11.050
-181.383, 54.170, 4.027, 11.100
-181.384, 53.968, 4.046, 11.150
